symbol,period_label,period_end,period_type,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_assets,total_assets,net_debt,source
AEQUS,Mar 2025,2025-03-31,annual,582.0,135.0,785.0,401.0,1903.0,525.0,395.0,77.0,906.0,1903.0,708.0,screener
AEQUS,Mar 2026,2026-03-31,annual,671.0,816.0,701.0,503.0,2690.0,1070.0,79.0,106.0,1436.0,2690.0,595.0,screener
AEROENTER,Mar 2022,2022-03-31,annual,23.0,180.0,91.0,85.0,379.0,80.0,13.0,10.0,275.0,379.0,81.0,screener
AEROENTER,Mar 2023,2023-03-31,annual,23.0,239.0,105.0,124.0,490.0,112.0,2.0,13.0,363.0,490.0,92.0,screener
AEROENTER,Mar 2024,2024-03-31,annual,23.0,626.0,63.0,182.0,893.0,144.0,6.0,20.0,723.0,893.0,43.0,screener
AEROENTER,Mar 2025,2025-03-31,annual,23.0,678.0,31.0,243.0,975.0,271.0,10.0,22.0,672.0,975.0,9.0,screener
AEROENTER,Mar 2026,2026-03-31,annual,23.0,804.0,41.0,288.0,1156.0,345.0,23.0,27.0,761.0,1156.0,14.0,screener
AEROFLEX,Mar 2022,2022-03-31,annual,23.0,63.0,39.0,58.0,183.0,46.0,7.0,0.0,131.0,183.0,39.0,screener
AEROFLEX,Mar 2023,2023-03-31,annual,23.0,91.0,45.0,55.0,214.0,56.0,1.0,0.0,157.0,214.0,45.0,screener
AEROFLEX,Mar 2024,2024-03-31,annual,26.0,267.0,0.0,82.0,375.0,83.0,5.0,0.0,287.0,375.0,0.0,screener
AEROFLEX,Mar 2025,2025-03-31,annual,26.0,317.0,1.0,84.0,427.0,172.0,10.0,0.0,245.0,427.0,1.0,screener
AEROFLEX,Mar 2026,2026-03-31,annual,26.0,421.0,9.0,109.0,565.0,213.0,23.0,0.0,329.0,565.0,9.0,screener
AERONEU,Mar 2022,2022-03-31,annual,16.0,8.0,30.0,14.0,69.0,19.0,7.0,0.0,43.0,69.0,30.0,screener
AERONEU,Mar 2023,2023-03-31,annual,26.0,59.0,25.0,16.0,126.0,47.0,1.0,0.0,78.0,126.0,25.0,screener
AERONEU,Mar 2024,2024-03-31,annual,26.0,58.0,31.0,17.0,132.0,51.0,1.0,0.0,80.0,132.0,31.0,screener
AERONEU,Mar 2025,2025-03-31,annual,26.0,58.0,28.0,15.0,128.0,55.0,0.0,0.0,73.0,128.0,28.0,screener
AERONEU,Mar 2026,2026-03-31,annual,26.0,79.0,24.0,15.0,145.0,53.0,0.0,0.0,92.0,145.0,24.0,screener
AETHER,Mar 2022,2022-03-31,annual,113.0,274.0,291.0,92.0,770.0,257.0,58.0,17.0,438.0,770.0,274.0,screener
AETHER,Mar 2023,2023-03-31,annual,125.0,1120.0,16.0,120.0,1380.0,646.0,37.0,1.0,695.0,1380.0,15.0,screener
AETHER,Mar 2024,2024-03-31,annual,133.0,1931.0,183.0,154.0,2401.0,853.0,232.0,0.0,1315.0,2401.0,183.0,screener
AETHER,Mar 2025,2025-03-31,annual,133.0,2093.0,200.0,218.0,2644.0,1117.0,363.0,0.0,1163.0,2644.0,200.0,screener
AETHER,Mar 2026,2026-03-31,annual,133.0,2323.0,458.0,288.0,3201.0,1506.0,506.0,0.0,1189.0,3201.0,458.0,screener
AFCONS,Mar 2022,2022-03-31,annual,72.0,2190.0,2073.0,8638.0,12974.0,2318.0,18.0,1.0,10638.0,12974.0,2072.0,screener
AFCONS,Mar 2023,2023-03-31,annual,72.0,2654.0,2062.0,9513.0,14301.0,2498.0,184.0,0.0,11619.0,14301.0,2062.0,screener
AFCONS,Mar 2024,2024-03-31,annual,341.0,3255.0,2523.0,10114.0,16234.0,2784.0,43.0,1.0,13406.0,16234.0,2522.0,screener
AFCONS,Mar 2025,2025-03-31,annual,368.0,4893.0,2343.0,9515.0,17119.0,2738.0,33.0,1.0,14348.0,17119.0,2342.0,screener
AFCONS,Mar 2026,2026-03-31,annual,368.0,5082.0,3627.0,10054.0,19131.0,2499.0,901.0,1.0,15730.0,19131.0,3626.0,screener
AFFLE,Mar 2022,2022-03-31,annual,27.0,1151.0,149.0,497.0,1824.0,699.0,42.0,135.0,948.0,1824.0,14.0,screener
AFFLE,Mar 2023,2023-03-31,annual,27.0,1438.0,106.0,437.0,2008.0,786.0,49.0,0.0,1174.0,2008.0,106.0,screener
AFFLE,Mar 2024,2024-03-31,annual,28.0,2470.0,183.0,592.0,3273.0,1144.0,98.0,37.0,1993.0,3273.0,146.0,screener
AFFLE,Mar 2025,2025-03-31,annual,28.0,2918.0,82.0,583.0,3612.0,1221.0,111.0,63.0,2216.0,3612.0,19.0,screener
AFFLE,Mar 2026,2026-03-31,annual,28.0,3624.0,15.0,754.0,4421.0,1525.0,0.0,114.0,2783.0,4421.0,-99.0,screener
AGARIND,Mar 2022,2022-03-31,annual,13.0,281.0,171.0,78.0,543.0,219.0,3.0,12.0,309.0,543.0,159.0,screener
AGARIND,Mar 2023,2023-03-31,annual,15.0,389.0,158.0,188.0,750.0,341.0,7.0,26.0,376.0,750.0,132.0,screener
AGARIND,Mar 2024,2024-03-31,annual,15.0,496.0,361.0,248.0,1120.0,589.0,0.0,36.0,495.0,1120.0,325.0,screener
AGARIND,Mar 2025,2025-03-31,annual,15.0,612.0,435.0,283.0,1345.0,691.0,16.0,34.0,605.0,1345.0,401.0,screener
AGARIND,Mar 2026,2026-03-31,annual,15.0,674.0,341.0,172.0,1202.0,718.0,31.0,38.0,415.0,1202.0,303.0,screener
AGARWALEYE,Mar 2022,2022-03-31,annual,7.0,206.0,633.0,179.0,1025.0,701.0,28.0,0.0,295.0,1025.0,633.0,screener
AGARWALEYE,Mar 2023,2023-03-31,annual,8.0,622.0,857.0,336.0,1823.0,1293.0,99.0,34.0,397.0,1823.0,823.0,screener
AGARWALEYE,Mar 2024,2024-03-31,annual,9.0,1330.0,966.0,445.0,2751.0,1746.0,118.0,471.0,416.0,2751.0,495.0,screener
AGARWALEYE,Mar 2025,2025-03-31,annual,32.0,1835.0,961.0,837.0,3665.0,2523.0,153.0,264.0,724.0,3665.0,697.0,screener
AGARWALEYE,Mar 2026,2026-03-31,annual,32.0,1994.0,1066.0,850.0,3942.0,2879.0,234.0,152.0,676.0,3942.0,914.0,screener
AGI,Mar 2017,2017-03-31,annual,14.0,1432.0,911.0,727.0,3085.0,1524.0,152.0,136.0,1274.0,3085.0,775.0,screener
AGI,Mar 2018,2018-03-31,annual,14.0,1473.0,1230.0,756.0,3474.0,1681.0,209.0,33.0,1550.0,3474.0,1197.0,screener
AGI,Mar 2019,2019-03-31,annual,14.0,1498.0,1178.0,870.0,3560.0,1950.0,121.0,20.0,1469.0,3560.0,1158.0,screener
AGI,Mar 2025,2025-03-31,annual,13.0,2085.0,553.0,846.0,3496.0,2032.0,103.0,35.0,1325.0,3496.0,518.0,screener
AGI,Mar 2026,2026-03-31,annual,13.0,2394.0,241.0,904.0,3552.0,2023.0,195.0,98.0,1236.0,3552.0,143.0,screener
AGIIL,Mar 2022,2022-03-31,annual,12.0,114.0,42.0,442.0,610.0,121.0,0.0,0.0,488.0,610.0,42.0,screener
AGIIL,Mar 2023,2023-03-31,annual,12.0,160.0,49.0,538.0,759.0,171.0,0.0,0.0,589.0,759.0,49.0,screener
AGIIL,Mar 2024,2024-03-31,annual,12.0,212.0,138.0,717.0,1080.0,251.0,0.0,0.0,828.0,1080.0,138.0,screener
AGIIL,Mar 2025,2025-03-31,annual,12.0,283.0,137.0,764.0,1196.0,275.0,0.0,0.0,921.0,1196.0,137.0,screener
AGIIL,Mar 2026,2026-03-31,annual,12.0,452.0,186.0,928.0,1578.0,280.0,0.0,0.0,1298.0,1578.0,186.0,screener
AHLEAST,Mar 2022,2022-03-31,annual,12.0,675.0,141.0,88.0,916.0,710.0,5.0,91.0,110.0,916.0,50.0,screener
AHLEAST,Mar 2023,2023-03-31,annual,17.0,186.0,0.0,38.0,241.0,179.0,3.0,0.0,60.0,241.0,0.0,screener
AHLEAST,Mar 2024,2024-03-31,annual,17.0,213.0,334.0,41.0,605.0,178.0,3.0,0.0,424.0,605.0,334.0,screener
AHLEAST,Mar 2025,2025-03-31,annual,17.0,226.0,330.0,96.0,669.0,179.0,3.0,3.0,484.0,669.0,327.0,screener
AHLEAST,Sep 2025,2025-09-30,annual,17.0,211.0,353.0,119.0,701.0,181.0,13.0,0.0,506.0,701.0,353.0,screener
AHLUCONT,Mar 2022,2022-03-31,annual,13.0,1022.0,54.0,957.0,2046.0,228.0,0.0,0.0,1818.0,2046.0,54.0,screener
AHLUCONT,Mar 2023,2023-03-31,annual,13.0,1215.0,58.0,1207.0,2493.0,293.0,1.0,0.0,2199.0,2493.0,58.0,screener
AHLUCONT,Mar 2024,2024-03-31,annual,13.0,1587.0,105.0,1490.0,3195.0,337.0,7.0,0.0,2851.0,3195.0,105.0,screener
AHLUCONT,Mar 2025,2025-03-31,annual,13.0,1785.0,76.0,1831.0,3706.0,456.0,12.0,0.0,3238.0,3706.0,76.0,screener
AHLUCONT,Mar 2026,2026-03-31,annual,13.0,2046.0,73.0,2133.0,4265.0,634.0,6.0,0.0,3625.0,4265.0,73.0,screener
AIAENG,Mar 2022,2022-03-31,annual,19.0,4736.0,10.0,361.0,5125.0,790.0,210.0,1055.0,3070.0,5125.0,-1045.0,screener
AIAENG,Mar 2023,2023-03-31,annual,19.0,5672.0,503.0,437.0,6630.0,1003.0,107.0,2254.0,3266.0,6630.0,-1751.0,screener
AIAENG,Mar 2024,2024-03-31,annual,19.0,6639.0,461.0,375.0,7494.0,1110.0,92.0,3043.0,3249.0,7494.0,-2582.0,screener
AIAENG,Mar 2025,2025-03-31,annual,19.0,6908.0,491.0,416.0,7833.0,1175.0,77.0,3919.0,2663.0,7833.0,-3428.0,screener
AIAENG,Mar 2026,2026-03-31,annual,19.0,8007.0,10.0,502.0,8538.0,1233.0,16.0,4302.0,2987.0,8538.0,-4292.0,screener
AIFL,Mar 2014,2014-03-31,annual,19.0,28.0,90.0,54.0,192.0,17.0,0.0,0.0,174.0,192.0,90.0,screener
AIFL,Mar 2015,2015-03-31,annual,19.0,40.0,92.0,101.0,253.0,18.0,0.0,0.0,234.0,253.0,92.0,screener
AIFL,Mar 2016,2016-03-31,annual,19.0,57.0,80.0,87.0,243.0,22.0,0.0,0.0,222.0,243.0,80.0,screener
AIIL,Mar 2023,2023-03-31,annual,17.0,3399.0,,1779.0,6900.0,317.0,0.0,3543.0,3039.0,6900.0,,screener
AIIL,Mar 2024,2024-03-31,annual,17.0,10328.0,,148.0,11621.0,355.0,2.0,8940.0,2324.0,11621.0,,screener
AIIL,Mar 2025,2025-03-31,annual,17.0,14672.0,,344.0,16087.0,414.0,6.0,12739.0,2928.0,16087.0,,screener
AIIL,Mar 2026,2026-03-31,annual,85.0,14643.0,,1147.0,19211.0,789.0,0.0,15473.0,2949.0,19211.0,,screener
AIROLAM,Mar 2022,2022-03-31,annual,15.0,41.0,51.0,53.0,159.0,37.0,0.0,0.0,122.0,159.0,51.0,screener
AIROLAM,Mar 2023,2023-03-31,annual,15.0,49.0,63.0,35.0,162.0,36.0,0.0,1.0,126.0,162.0,62.0,screener
AIROLAM,Mar 2024,2024-03-31,annual,15.0,55.0,79.0,42.0,192.0,45.0,0.0,0.0,147.0,192.0,79.0,screener
AIROLAM,Mar 2025,2025-03-31,annual,15.0,58.0,90.0,53.0,216.0,58.0,0.0,0.0,158.0,216.0,90.0,screener
AIROLAM,Mar 2026,2026-03-31,annual,15.0,64.0,82.0,66.0,226.0,55.0,0.0,0.0,171.0,226.0,82.0,screener
AJANTPHARM,Mar 2022,2022-03-31,annual,17.0,3247.0,25.0,711.0,4000.0,1512.0,153.0,147.0,2188.0,4000.0,-122.0,screener
AJANTPHARM,Mar 2023,2023-03-31,annual,25.0,3363.0,36.0,1159.0,4582.0,1496.0,209.0,535.0,2341.0,4582.0,-499.0,screener
AJANTPHARM,Mar 2024,2024-03-31,annual,25.0,3542.0,35.0,927.0,4530.0,1479.0,256.0,349.0,2446.0,4530.0,-314.0,screener
AJANTPHARM,Mar 2025,2025-03-31,annual,25.0,3765.0,47.0,1067.0,4904.0,1762.0,176.0,464.0,2502.0,4904.0,-417.0,screener
AJANTPHARM,Mar 2026,2026-03-31,annual,25.0,4502.0,260.0,1250.0,6037.0,1867.0,258.0,588.0,3324.0,6037.0,-328.0,screener
AJMERA,Mar 2022,2022-03-31,annual,35.0,674.0,868.0,441.0,2018.0,66.0,0.0,25.0,1928.0,2018.0,843.0,screener
AJMERA,Mar 2023,2023-03-31,annual,35.0,738.0,843.0,305.0,1922.0,69.0,0.0,66.0,1787.0,1922.0,777.0,screener
AJMERA,Mar 2024,2024-03-31,annual,35.0,830.0,808.0,290.0,1963.0,71.0,0.0,110.0,1782.0,1963.0,698.0,screener
AJMERA,Mar 2025,2025-03-31,annual,39.0,1167.0,676.0,372.0,2254.0,77.0,0.0,124.0,2053.0,2254.0,552.0,screener
AJMERA,Mar 2026,2026-03-31,annual,39.0,1359.0,711.0,484.0,2594.0,106.0,0.0,120.0,2368.0,2594.0,591.0,screener
AKANKSHA,Mar 2023,2023-03-31,annual,1.82,14.14,15.27,16.4,47.63,8.47,2.77,2.9,33.49,47.63,12.37,screener
AKANKSHA,Mar 2024,2024-03-31,annual,18.52,26.72,14.47,17.91,77.62,14.06,0.86,15.25,47.45,77.62,-0.78,screener
AKANKSHA,Mar 2025,2025-03-31,annual,19.58,46.65,26.76,23.24,116.23,15.54,4.11,23.89,72.69,116.23,2.87,screener
AKANKSHA,Mar 2026,2026-03-31,annual,19.58,52.11,43.08,26.49,141.26,45.6,4.3,23.05,68.31,141.26,20.03,screener
AKG,Mar 2022,2022-03-31,annual,10.59,12.51,12.7,9.2,45.0,0.58,1.8,0.0,42.62,45.0,12.7,screener
AKG,Mar 2023,2023-03-31,annual,31.78,19.31,12.38,9.11,72.58,0.71,1.97,0.0,69.9,72.58,12.38,screener
AKG,Mar 2024,2024-03-31,annual,31.78,20.8,14.17,12.12,78.87,2.35,2.0,0.0,74.52,78.87,14.17,screener
AKG,Mar 2025,2025-03-31,annual,31.78,21.13,11.33,14.6,78.84,2.19,0.0,0.0,76.65,78.84,11.33,screener
AKG,Mar 2026,2026-03-31,annual,31.78,21.72,5.79,2.58,61.87,0.93,0.0,0.0,60.94,61.87,5.79,screener
AKSHARCHEM,Mar 2015,2015-03-31,annual,7.0,64.0,24.0,51.0,146.0,55.0,2.0,18.0,71.0,146.0,6.0,screener
AKSHARCHEM,Mar 2016,2016-03-31,annual,7.0,78.0,31.0,39.0,155.0,56.0,4.0,22.0,72.0,155.0,9.0,screener
AKUMS,Mar 2022,2022-03-31,annual,14.0,608.0,395.0,2033.0,3050.0,1021.0,31.0,0.0,1998.0,3050.0,395.0,screener
AKUMS,Mar 2023,2023-03-31,annual,29.0,689.0,619.0,1905.0,3241.0,1097.0,103.0,0.0,2041.0,3241.0,619.0,screener
AKUMS,Mar 2024,2024-03-31,annual,29.0,681.0,565.0,2229.0,3504.0,1191.0,195.0,0.0,2118.0,3504.0,565.0,screener
AKUMS,Mar 2025,2025-03-31,annual,31.0,3016.0,88.0,960.0,4095.0,1397.0,163.0,0.0,2535.0,4095.0,88.0,screener
AKUMS,Mar 2026,2026-03-31,annual,31.0,3283.0,157.0,1958.0,5429.0,1456.0,177.0,0.0,3796.0,5429.0,157.0,screener
ALICON,Mar 2022,2022-03-31,annual,8.0,441.0,265.0,295.0,1008.0,388.0,26.0,0.0,594.0,1008.0,265.0,screener
ALICON,Mar 2023,2023-03-31,annual,8.0,480.0,301.0,299.0,1088.0,408.0,25.0,3.0,652.0,1088.0,298.0,screener
ALICON,Mar 2024,2024-03-31,annual,8.0,547.0,331.0,344.0,1230.0,475.0,22.0,3.0,731.0,1230.0,328.0,screener
ALICON,Mar 2025,2025-03-31,annual,8.0,585.0,366.0,336.0,1295.0,525.0,64.0,5.0,702.0,1295.0,361.0,screener
ALICON,Mar 2026,2026-03-31,annual,8.0,620.0,354.0,459.0,1442.0,589.0,58.0,5.0,790.0,1442.0,349.0,screener
ALKEM,Mar 2022,2022-03-31,annual,24.0,8614.0,2668.0,2763.0,14069.0,2902.0,339.0,371.0,10457.0,14069.0,2297.0,screener
ALKEM,Mar 2023,2023-03-31,annual,24.0,9021.0,1397.0,3315.0,13757.0,2683.0,323.0,622.0,10129.0,13757.0,775.0,screener
ALKEM,Mar 2024,2024-03-31,annual,24.0,10288.0,1418.0,3844.0,15575.0,2873.0,159.0,484.0,12060.0,15575.0,934.0,screener
ALKEM,Mar 2025,2025-03-31,annual,24.0,11961.0,1381.0,4325.0,17691.0,2852.0,548.0,1846.0,12445.0,17691.0,-465.0,screener
ALKEM,Mar 2026,2026-03-31,annual,24.0,13796.0,2047.0,4991.0,20858.0,3871.0,282.0,1869.0,14836.0,20858.0,178.0,screener
ALKYLAMINE,Mar 2016,2016-03-31,annual,10.0,199.0,111.0,95.0,416.0,187.0,16.0,10.0,203.0,416.0,101.0,screener
ALKYLAMINE,Mar 2017,2017-03-31,annual,10.0,246.0,120.0,147.0,522.0,220.0,35.0,12.0,256.0,522.0,108.0,screener
ALKYLAMINE,Mar 2018,2018-03-31,annual,10.0,299.0,181.0,159.0,649.0,355.0,18.0,13.0,262.0,649.0,168.0,screener
ALKYLAMINE,Mar 2019,2019-03-31,annual,10.0,369.0,165.0,218.0,763.0,376.0,43.0,16.0,328.0,763.0,149.0,screener
ALKYLAMINE,Mar 2020,2020-03-31,annual,10.0,526.0,87.0,160.0,783.0,423.0,45.0,0.0,315.0,783.0,87.0,screener
ALLTIME,Mar 2025,2025-03-31,annual,10.0,238.0,223.0,91.0,562.0,338.0,22.0,0.0,202.0,562.0,223.0,screener
ALLTIME,Mar 2026,2026-03-31,annual,13.0,600.0,86.0,84.0,784.0,410.0,42.0,20.0,313.0,784.0,66.0,screener
ALPA,Mar 2022,2022-03-31,annual,21.0,101.0,6.0,28.0,155.0,9.0,0.0,75.0,71.0,155.0,-69.0,screener
ALPA,Mar 2023,2023-03-31,annual,21.0,114.0,2.0,30.0,167.0,7.0,0.0,78.0,82.0,167.0,-76.0,screener
ALPA,Mar 2024,2024-03-31,annual,21.0,131.0,5.0,25.0,182.0,11.0,0.0,98.0,73.0,182.0,-93.0,screener
ALPA,Mar 2025,2025-03-31,annual,21.0,150.0,0.0,51.0,223.0,21.0,0.0,118.0,84.0,223.0,-118.0,screener
ALPA,Mar 2026,2026-03-31,annual,21.0,165.0,3.0,53.0,242.0,20.0,0.0,142.0,80.0,242.0,-139.0,screener
ALPHAGEO,Mar 2022,2022-03-31,annual,6.0,265.0,0.0,38.0,310.0,65.0,1.0,26.0,218.0,310.0,-26.0,screener
ALPHAGEO,Mar 2023,2023-03-31,annual,6.0,277.0,0.0,7.0,291.0,65.0,2.0,55.0,168.0,291.0,-55.0,screener
ALPHAGEO,Mar 2024,2024-03-31,annual,6.0,272.0,0.0,16.0,295.0,59.0,2.0,30.0,203.0,295.0,-30.0,screener
ALPHAGEO,Mar 2025,2025-03-31,annual,6.0,262.0,0.0,44.0,312.0,74.0,2.0,22.0,215.0,312.0,-22.0,screener
ALPHAGEO,Mar 2026,2026-03-31,annual,6.0,247.0,8.0,34.0,296.0,60.0,2.0,26.0,208.0,296.0,-18.0,screener
ALPSINDUS,Mar 2022,2022-03-31,annual,39.0,-752.0,715.0,44.0,45.0,2.0,0.0,1.0,42.0,45.0,714.0,screener
ALPSINDUS,Mar 2023,2023-03-31,annual,39.0,-812.0,769.0,11.0,7.0,2.0,0.0,1.0,3.0,7.0,768.0,screener
ALPSINDUS,Mar 2024,2024-03-31,annual,39.0,-869.0,828.0,6.0,5.0,2.0,0.0,1.0,1.0,5.0,827.0,screener
ALPSINDUS,Mar 2025,2025-03-31,annual,39.0,-932.0,892.0,16.0,14.0,2.0,0.0,1.0,11.0,14.0,891.0,screener
ALPSINDUS,Mar 2026,2026-03-31,annual,8.0,-15.0,11.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,10.0,screener
AMAGI,Mar 2022,2022-03-31,annual,0.51,322.0,0.0,620.0,942.0,7.0,0.0,0.0,935.0,942.0,0.0,screener
AMAGI,Mar 2023,2023-03-31,annual,0.47,644.0,0.0,772.0,1416.0,38.0,8.0,264.0,1106.0,1416.0,-264.0,screener
AMAGI,Mar 2024,2024-03-31,annual,0.48,-378.0,906.0,780.0,1308.0,52.0,0.0,63.0,1193.0,1308.0,843.0,screener
AMAGI,Mar 2025,2025-03-31,annual,17.0,-382.0,911.0,879.0,1425.0,92.0,0.0,266.0,1068.0,1425.0,645.0,screener
AMAGI,Mar 2026,2026-03-31,annual,108.0,1649.0,31.0,565.0,2353.0,94.0,0.0,229.0,2030.0,2353.0,-198.0,screener
AMBANIORGO,Mar 2022,2022-03-31,annual,6.0,24.0,53.0,29.0,112.0,22.0,9.0,0.0,80.0,112.0,53.0,screener
AMBANIORGO,Mar 2023,2023-03-31,annual,6.0,26.0,52.0,54.0,137.0,21.0,47.0,0.0,69.0,137.0,52.0,screener
AMBANIORGO,Mar 2024,2024-03-31,annual,7.0,39.0,61.0,68.0,176.0,59.0,8.0,0.0,109.0,176.0,61.0,screener
AMBANIORGO,Mar 2025,2025-03-31,annual,8.0,44.0,60.0,97.0,208.0,77.0,7.0,0.0,124.0,208.0,60.0,screener
AMBANIORGO,Mar 2026,2026-03-31,annual,12.0,44.0,72.0,96.0,223.0,89.0,0.0,0.0,134.0,223.0,72.0,screener
AMBER,Mar 2022,2022-03-31,annual,34.0,1701.0,1069.0,2107.0,4910.0,1505.0,128.0,225.0,3051.0,4910.0,844.0,screener
AMBER,Mar 2023,2023-03-31,annual,34.0,1875.0,1455.0,2876.0,6240.0,2222.0,50.0,193.0,3775.0,6240.0,1262.0,screener
AMBER,Mar 2024,2024-03-31,annual,34.0,2031.0,1539.0,2987.0,6590.0,2825.0,91.0,217.0,3457.0,6590.0,1322.0,screener
AMBER,Mar 2025,2025-03-31,annual,34.0,2252.0,2059.0,4082.0,8426.0,3040.0,198.0,236.0,4953.0,8426.0,1823.0,screener
AMBER,Mar 2026,2026-03-31,annual,35.0,4337.0,2702.0,6693.0,13767.0,5879.0,500.0,38.0,7350.0,13767.0,2664.0,screener
AMBUJACEM,Dec 2021,2021-12-31,annual,397.0,24957.0,477.0,19374.0,45205.0,22254.0,2168.0,198.0,20585.0,45205.0,279.0,screener
AMBUJACEM,Mar 2023,2023-03-31,annual,397.0,31301.0,523.0,19501.0,51721.0,23551.0,2526.0,214.0,25430.0,51721.0,309.0,screener
AMBUJACEM,Mar 2024,2024-03-31,annual,440.0,41012.0,699.0,22916.0,65067.0,32194.0,2658.0,849.0,29365.0,65067.0,-150.0,screener
AMBUJACEM,Mar 2025,2025-03-31,annual,493.0,53086.0,788.0,26735.0,81102.0,42766.0,9858.0,1912.0,26566.0,81102.0,-1124.0,screener
AMBUJACEM,Mar 2026,2026-03-31,annual,494.0,58853.0,866.0,29361.0,89574.0,58263.0,9121.0,113.0,22077.0,89574.0,753.0,screener
AMIRCHAND,Mar 2022,2022-03-31,annual,5.0,266.0,668.0,147.0,1087.0,110.0,2.0,0.0,975.0,1087.0,668.0,screener
AMIRCHAND,Mar 2023,2023-03-31,annual,5.0,275.0,668.0,141.0,1089.0,105.0,2.0,1.0,982.0,1089.0,667.0,screener
AMIRCHAND,Mar 2024,2024-03-31,annual,5.0,306.0,778.0,194.0,1284.0,101.0,2.0,2.0,1179.0,1284.0,776.0,screener
AMIRCHAND,Mar 2025,2025-03-31,annual,82.0,297.0,784.0,386.0,1549.0,95.0,2.0,1.0,1451.0,1549.0,783.0,screener
AMIRCHAND,Mar 2026,2026-03-31,annual,104.0,821.0,758.0,439.0,2121.0,90.0,2.0,1.0,2028.0,2121.0,757.0,screener
AMJLAND,Mar 2022,2022-03-31,annual,8.0,133.0,7.0,29.0,177.0,30.0,0.0,55.0,93.0,177.0,-48.0,screener
AMJLAND,Mar 2023,2023-03-31,annual,8.0,137.0,5.0,30.0,180.0,29.0,0.0,67.0,84.0,180.0,-62.0,screener
AMJLAND,Mar 2024,2024-03-31,annual,8.0,171.0,15.0,36.0,230.0,27.0,0.0,118.0,84.0,230.0,-103.0,screener
AMJLAND,Mar 2025,2025-03-31,annual,8.0,219.0,0.0,42.0,269.0,26.0,0.0,163.0,80.0,269.0,-163.0,screener
AMJLAND,Mar 2026,2026-03-31,annual,8.0,205.0,0.0,37.0,250.0,24.0,0.0,181.0,45.0,250.0,-181.0,screener
AMNPLST,Mar 2022,2022-03-31,annual,11.0,151.0,72.0,76.0,310.0,84.0,3.0,0.0,223.0,310.0,72.0,screener
AMNPLST,Mar 2023,2023-03-31,annual,11.0,172.0,85.0,77.0,344.0,80.0,5.0,1.0,258.0,344.0,84.0,screener
AMNPLST,Mar 2024,2024-03-31,annual,11.0,209.0,85.0,84.0,389.0,80.0,3.0,1.0,305.0,389.0,84.0,screener
AMNPLST,Mar 2025,2025-03-31,annual,11.0,248.0,77.0,81.0,416.0,80.0,0.0,1.0,335.0,416.0,76.0,screener
AMNPLST,Mar 2026,2026-03-31,annual,11.0,281.0,27.0,103.0,422.0,76.0,0.0,2.0,344.0,422.0,25.0,screener
AMRUTANJAN,Mar 2012,2012-03-31,annual,3.0,74.0,22.0,25.0,124.0,33.0,1.0,29.0,62.0,124.0,-7.0,screener
AMRUTANJAN,Mar 2013,2013-03-31,annual,3.0,79.0,15.0,27.0,124.0,30.0,1.0,25.0,69.0,124.0,-10.0,screener
AMRUTANJAN,Mar 2014,2014-03-31,annual,3.0,86.0,8.0,23.0,120.0,27.0,1.0,9.0,83.0,120.0,-1.0,screener
AMRUTANJAN,Mar 2015,2015-03-31,annual,3.0,92.0,2.0,26.0,124.0,24.0,4.0,9.0,87.0,124.0,-7.0,screener
AMRUTANJAN,Mar 2016,2016-03-31,annual,3.0,106.0,2.0,29.0,140.0,29.0,1.0,9.0,102.0,140.0,-7.0,screener
ANANDRATHI,Mar 2022,2022-03-31,annual,21.0,323.0,39.0,97.0,480.0,124.0,0.0,104.0,253.0,480.0,-65.0,screener
ANANDRATHI,Mar 2023,2023-03-31,annual,21.0,447.0,37.0,119.0,624.0,136.0,0.0,106.0,383.0,624.0,-69.0,screener
ANANDRATHI,Mar 2024,2024-03-31,annual,21.0,628.0,52.0,179.0,880.0,152.0,1.0,112.0,614.0,880.0,-60.0,screener
ANANDRATHI,Mar 2025,2025-03-31,annual,42.0,632.0,79.0,208.0,961.0,188.0,0.0,244.0,530.0,961.0,-165.0,screener
ANANDRATHI,Mar 2026,2026-03-31,annual,42.0,957.0,83.0,247.0,1329.0,191.0,0.0,265.0,873.0,1329.0,-182.0,screener
ANANTRAJ,Mar 2022,2022-03-31,annual,59.0,2580.0,1283.0,463.0,4385.0,1310.0,48.0,460.0,2567.0,4385.0,823.0,screener
ANANTRAJ,Mar 2023,2023-03-31,annual,65.0,2760.0,1079.0,452.0,4357.0,1305.0,18.0,460.0,2573.0,4357.0,619.0,screener
ANANTRAJ,Mar 2024,2024-03-31,annual,68.0,3588.0,627.0,585.0,4868.0,1314.0,22.0,302.0,3231.0,4868.0,325.0,screener
ANANTRAJ,Mar 2025,2025-03-31,annual,69.0,4092.0,482.0,592.0,5235.0,1367.0,36.0,311.0,3520.0,5235.0,171.0,screener
ANANTRAJ,Mar 2026,2026-03-31,annual,72.0,5717.0,681.0,399.0,6869.0,1793.0,39.0,183.0,4853.0,6869.0,498.0,screener
ANDHRSUGAR,Mar 2022,2022-03-31,annual,27.0,1491.0,55.0,466.0,2039.0,712.0,71.0,409.0,848.0,2039.0,-354.0,screener
