"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE","RSI_CONFIDENCE","TECH_SCORE_CONFIDENCE","RS_CONFIDENCE","CONFIDENCE_SCORE","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN"
106,"BHEL","BHEL","MID_CAP",208.01,-0.24,-4.84,-13.92,28,27,"BEARISH",-13.81,0,10,15,53.94,54.13,47,55.45,63,1352916262.35,"SELL","2025-08-29",0.3,0.28,0.3,0.292,0.4336,-0.0438,4,-0.0542079207920792
117,"ABB","ABB INDIA LIMITED","MID_CAP",4999,-0.03,-1.26,-9.99,28,31.3,"STRONG_BEARISH",-13.71,0,10,20,61.29,55.43,73,59.32,60,1258237610.5,"SELL","2025-08-29",0.7,0.28,0.3,0.412,0.5296,-0.0618,5,-0.0898255813953489
205,"AMBUJACEM","AMBUJA CEMENTS LTD","SMALL_CAP",563.2,0.25,-2.42,-8.85,28,36.2,"BEARISH",6.91,3,8,0,10,10,10,10,10,658653705.35,"SELL","2025-08-29",0.7,0.28,0.5,0.472,0.5776,-0.0708,6,-0.112738853503185
255,"AIAENG","AIA ENGINEERING LIMITED","SMALL_CAP",3056.3,1.29,-1.65,-4.35,28,38.2,"STRONG_BEARISH",-6.11,5,13,0,10,10,10,10,10,491964277.4,"SELL","2025-08-29",0.7,0.28,0.3,0.412,0.5296,-0.0618,5,-0.0898255813953489
349,"ACC","ACC LIMITED","MICRO_CAP",1801.8,0.04,-1.06,-0.52,28,40.6,"BEARISH",1.47,1,8,0,10,10,10,10,10,337737321.5,"SELL","2025-08-29",1,0.28,0.5,0.562,0.6496,-0.0843,7,-0.156691449814126
373,"CMSINFO","CMS INFO SYSTEMS LIMITED","MICRO_CAP",410.3,-3.44,-6.76,-11.91,28,24.9,"BEARISH",-10.56,3,2,15,52,50.65,47,55.68,59,306510819.15,"SELL","2025-08-29",0.3,0.28,0.3,0.292,0.4336,-0.0438,4,-0.0542079207920792
528,"GSFC","GUJ STATE FERT & CHEM LTD","MICRO_CAP",197.62,0.3,-5.98,-4.8,28,42.3,"STRONG_BULLISH",2.97,1,6,0,NA,NA,NA,NA,NA,163864788.14,"SELL","2025-08-29",1,0.28,0.5,0.562,0.6496,-0.0843,7,-0.156691449814126
608,"EPL","EPL LIMITED","MICRO_CAP",224.87,0.2,-5.38,-0.03,28,41.8,"BULLISH",-1.76,0,13,0,NA,NA,NA,NA,NA,122072238.5,"SELL","2025-08-29",1,0.28,0.3,0.502,0.6016,-0.0753,6,-0.125919732441472
666,"PGHH","P&G HYGIENE & HEALTH CARE","MICRO_CAP",13086,0.11,-1.66,-5.21,28,42.2,"BEARISH",1.51,1,13,0,NA,NA,NA,NA,NA,100452393,"SELL","2025-08-29",1,0.28,0.5,0.562,0.6496,-0.0843,7,-0.156691449814126
696,"RPTECH","RASHI PERIPHERALS LIMITED","MICRO_CAP",282.75,-0.05,-0.07,-1.27,28,41.8,"STRONG_BEARISH",-2.3,3,12,0,NA,NA,NA,NA,NA,89706738.3,"SELL","2025-08-29",1,0.28,0.3,0.502,0.6016,-0.0753,6,-0.125919732441472
881,"ALIVUS","ALIVUS LIFE SCIENCES LTD","MICRO_CAP",944.8,0.33,-2.57,-10.04,28,39.6,"STRONG_BEARISH",-2.39,0,13,15,55.45,52.14,59,54.24,60,46248736.8,"SELL","2025-08-29",0.7,0.28,0.3,0.412,0.5296,-0.0618,5,-0.0898255813953489
897,"GMMPFAUDLR","GMM PFAUDLER LIMITED","MICRO_CAP",1178,-1.11,-3.53,-13.13,28,31.3,"BULLISH",4.58,1,10,0,NA,NA,NA,NA,NA,43971373.8,"SELL","2025-08-29",0.7,0.28,0.5,0.472,0.5776,-0.0708,6,-0.112738853503185
909,"MONARCH","MONARCH NETWORTH CAP LTD","MICRO_CAP",317.1,-1.52,-5.17,-13.91,28,35,"BEARISH",5.89,3,8,0,NA,NA,NA,NA,NA,42433806,"SELL","2025-08-29",0.7,0.28,0.5,0.472,0.5776,-0.0708,6,-0.112738853503185
948,"BANKNIFTY1","KOTAKMAMC-KOTAKBKETF","MICRO_CAP",554.73,-0.61,-2.84,-4.36,28,28.1,"BEARISH",0.35,2,6,0,10,10,10,10,10,37207057.72,"SELL","2025-08-29",0.3,0.28,0.5,0.352,0.4816,-0.0528,5,-0.0705882352941176
993,"FILATEX","FILATEX INDIA LTD","MICRO_CAP",51.82,-0.63,-2.54,-10.96,28,36,"BEARISH",2.43,1,10,0,NA,NA,NA,NA,NA,31711862.2,"SELL","2025-08-29",0.7,0.28,0.5,0.472,0.5776,-0.0708,6,-0.112738853503185
1117,"IFBIND","IFB INDUSTRIES LTD","MICRO_CAP",1466.5,-0.62,-0.74,6.63,28,55.6,"BULLISH",-3.59,3,8,0,NA,NA,NA,NA,NA,20252049.3,"SELL","2025-08-29",1,0.28,0.3,0.502,0.6016,-0.0753,6,-0.125919732441472
1146,"BANKIETF","ICICIPRAMC - IPRU5008","MICRO_CAP",55.03,-0.25,-2.67,-4.13,28,26.6,"BEARISH",0.6,2,6,0,10,10,10,10,10,18807997.81,"SELL","2025-08-29",0.3,0.28,0.5,0.352,0.4816,-0.0528,5,-0.0705882352941176
1251,"BFINVEST","BF INVESTMENT LIMITED","MICRO_CAP",448.9,-3.21,-5.01,-6.96,28,35,"BEARISH",-5.07,0,10,20,64.7,72.38,64,56,57,13189198.05,"SELL","2025-08-29",0.7,0.28,0.3,0.412,0.5296,-0.0618,5,-0.0898255813953489
1309,"HNDFDS","HINDUSTAN FOODS LIMITED","MICRO_CAP",524.75,1.12,-0.77,-3.54,28,42.1,"BEARISH",1.5,1,12,0,NA,NA,NA,NA,NA,10783106.1,"SELL","2025-08-29",1,0.28,0.5,0.562,0.6496,-0.0843,7,-0.156691449814126
1332,"SIS","SIS LIMITED","MICRO_CAP",360,0.01,-1.57,-6.3,28,41.7,"BEARISH",0.85,1,12,0,NA,NA,NA,NA,NA,9957311.5,"SELL","2025-08-29",1,0.28,0.5,0.562,0.6496,-0.0843,7,-0.156691449814126
1368,"ESABINDIA","ESAB INDIA LTD","MICRO_CAP",5140.5,-1.73,-5.27,-5,28,42.8,"BULLISH",3.67,1,4,0,NA,NA,NA,NA,NA,8513916,"SELL","2025-08-29",1,0.28,0.5,0.562,0.6496,-0.0843,7,-0.156691449814126
1476,"AUTOIND","AUTOLINE INDUSTRIES LTD","MICRO_CAP",69.77,-2.12,-5.38,-6.34,28,39.6,"BEARISH",-12.09,1,6,20,65.08,73.48,60,62.95,54,5089202.4,"SELL","2025-08-29",0.7,0.28,0.3,0.412,0.5296,-0.0618,5,-0.0898255813953489
1510,"DPWIRES","D P WIRES LIMITED","MICRO_CAP",223.01,1.05,-10.62,1.14,28,51.4,"BEARISH",2.15,2,9,0,NA,NA,NA,NA,NA,4436487.8,"SELL","2025-08-29",1,0.28,0.5,0.562,0.6496,-0.0843,7,-0.156691449814126
1662,"LAGNAM","LAGNAM SPINTEX LIMITED","MICRO_CAP",88.88,4.81,5.35,-10.69,28,41.4,"STRONG_BEARISH",-12.25,3,18,0,NA,NA,NA,NA,NA,2139258.25,"SELL","2025-08-29",1,0.28,0.3,0.502,0.6016,-0.0753,6,-0.125919732441472
1757,"AXISVALUE","AXISAMC - AXISVALUE","MICRO_CAP",27.61,-0.32,-2.37,-2.47,28,36.1,"BULLISH",2.47,2,6,0,10,10,10,10,10,1324399.74,"SELL","2025-08-29",0.7,0.28,0.5,0.472,0.5776,-0.0708,6,-0.112738853503185
1864,"OBCL","ORISSA BENGAL CARRIER LTD","MICRO_CAP",54.13,-2.68,-10.35,-1.58,28,45.8,"STRONG_BULLISH",2,1,6,0,NA,NA,NA,NA,NA,688878.58,"SELL","2025-08-29",1,0.28,0.5,0.562,0.6496,-0.0843,7,-0.156691449814126
1975,"VARDHACRLC","VARDHAMAN ACRYLICS LTD","MICRO_CAP",44.51,0.75,-2.28,-7.6,28,42.7,"BEARISH",4.78,1,10,0,NA,NA,NA,NA,NA,263182.79,"SELL","2025-08-29",1,0.28,0.5,0.562,0.6496,-0.0843,7,-0.156691449814126
1993,"BAGFILMS","B.A.G FILMS AND MEDIA LTD","MICRO_CAP",6.31,-0.16,-3.22,-9.47,28,38.1,"BEARISH",-12.73,0,10,25,72.28,78.91,86,61.36,46.25,188327.57,"SELL","2025-08-29",0.7,0.28,0.3,0.412,0.5296,-0.0618,5,-0.0898255813953489
2067,"GSEC10ABSL","BIRLASLAMC - GSEC10ABSL","MICRO_CAP",109.19,0.41,0.17,-0.6,28,49.3,"BEARISH",2.98,1,8,0,NA,NA,NA,NA,NA,435.59,"SELL","2025-08-29",1,0.28,0.5,0.562,0.6496,-0.0843,7,-0.156691449814126
99,"IDFCFIRSTB","IDFC FIRST BANK LIMITED","MID_CAP",67.99,-0.09,-2.43,-1.81,27.3,39.2,"BULLISH",-0.36,1,6,0,NA,NA,NA,NA,NA,1409270770.19,"SELL","2025-08-29",0.7,0.273,0.3,0.4092,0.52736,-0.06138,5,-0.0888535031847134
253,"ATGL","ADANI TOTAL GAS LIMITED","SMALL_CAP",591.1,-0.24,-4.31,-5.45,27.3,38.8,"BEARISH",-5.61,1,8,15,52.51,50.22,47,56.14,63,495303347.55,"SELL","2025-08-29",0.7,0.273,0.3,0.4092,0.52736,-0.06138,5,-0.0888535031847134
318,"NTPCGREEN","NTPC GREEN ENERGY LIMITED","MICRO_CAP",102.95,-0.25,-0.35,-2.84,27.3,45.7,"BEARISH",0.08,1,8,0,NA,NA,NA,NA,NA,387580484.3,"SELL","2025-08-29",1,0.273,0.5,0.5592,0.64736,-0.08388,7,-0.155103550295858
444,"HSCL","HIMADRI SPECIALITY CHEM L","MICRO_CAP",445.9,-1.07,-5.02,-6.89,27.3,35.9,"BULLISH",2.57,1,6,0,NA,NA,NA,NA,NA,222601596.25,"SELL","2025-08-29",0.7,0.273,0.5,0.4692,0.57536,-0.07038,6,-0.111572606214331
495,"PCBL","PCBL CHEMICAL LIMITED","MICRO_CAP",371.55,-0.4,-2.28,-6.7,27.3,37.8,"BEARISH",-0.73,0,10,0,NA,NA,NA,NA,NA,183605585.35,"SELL","2025-08-29",0.7,0.273,0.3,0.4092,0.52736,-0.06138,5,-0.0888535031847134
502,"TRIVENI","TRIVENI ENGG. & INDS. LTD","MICRO_CAP",351.9,0.04,3.48,2.43,27.3,52.9,"BEARISH",-8.74,4,6,0,NA,NA,NA,NA,NA,177793186.2,"SELL","2025-08-29",1,0.273,0.3,0.4992,0.59936,-0.07488,6,-0.124633821571238
531,"LAXMIDENTL","LAXMI DENTAL LIMITED","MICRO_CAP",341.25,2.02,-2.46,-20.87,27.3,29.1,"BEARISH",-12.55,5,14,0,NA,NA,NA,NA,NA,160678850.7,"SELL","2025-08-29",0.3,0.273,0.3,0.2892,0.43136,-0.04338,4,-0.0535027133695116
550,"DCXINDIA","DCX SYSTEMS LIMITED","MICRO_CAP",262,0.71,-1.89,-2.28,27.3,50.6,"STRONG_BEARISH",-6.68,0,6,20,62.14,56.3,81,56.36,54,150641791.3,"SELL","2025-08-29",1,0.273,0.3,0.4992,0.59936,-0.07488,6,-0.124633821571238
683,"BBTC","BOMBAY BURMAH TRADING COR","MICRO_CAP",1753.7,-2.56,-3.95,-9.41,27.3,32.5,"STRONG_BEARISH",-5.82,1,6,15,58.29,64.25,51.25,56.14,57,94637695.3,"SELL","2025-08-29",0.7,0.273,0.3,0.4092,0.52736,-0.06138,5,-0.0888535031847134
687,"AEROFLEX","AEROFLEX INDUSTRIES LTD","MICRO_CAP",170.42,-1.39,-5.85,-11.72,27.3,33.8,"BEARISH",1.05,1,4,0,10,10,10,10,10,91974080.48,"SELL","2025-08-29",0.7,0.273,0.5,0.4692,0.57536,-0.07038,6,-0.111572606214331
803,"CARERATING","CARE RATINGS LIMITED","MICRO_CAP",1563.2,-1.48,-3.7,-9.47,27.3,35.1,"BEARISH",-14.64,0,10,15,52.76,51.19,47,56.75,61.25,62042416.3,"SELL","2025-08-29",0.7,0.273,0.3,0.4092,0.52736,-0.06138,5,-0.0888535031847134
879,"GSS","GSS INFOTECH LIMITED","MICRO_CAP",28.76,-12.32,-0.76,-7.43,27.3,44.9,"BEARISH",-14.08,5,8,0,NA,NA,NA,NA,NA,46386463.95,"SELL","2025-08-29",1,0.273,0.3,0.4992,0.59936,-0.07488,6,-0.124633821571238
931,"VGUARD","V-GUARD IND LTD.","MICRO_CAP",363.35,1.61,-2.5,-6.64,27.3,42.5,"BULLISH",0.22,1,11,0,NA,NA,NA,NA,NA,39224386.85,"SELL","2025-08-29",1,0.273,0.5,0.5592,0.64736,-0.08388,7,-0.155103550295858
966,"BIRLACORPN","BIRLA CORPORATION LTD","MICRO_CAP",1251.6,0.06,-3.41,-9.61,27.3,38.9,"BEARISH",-2.8,0,8,15,55.28,66,65,55.65,10,35308647,"SELL","2025-08-29",0.7,0.273,0.3,0.4092,0.52736,-0.06138,5,-0.0888535031847134
1068,"NITINSPIN","NITIN SPINNERS LIMITED","MICRO_CAP",348.4,2.62,-0.54,-7.46,27.3,46.5,"STRONG_BEARISH",-5.25,0,16,0,NA,NA,NA,NA,NA,24779392.85,"SELL","2025-08-29",1,0.273,0.3,0.4992,0.59936,-0.07488,6,-0.124633821571238
1122,"UTTAMSUGAR","UTTAM SUGAR MILLS LTD.","MICRO_CAP",269.35,-2.43,2.38,1.76,27.3,54,"BEARISH",-2.28,2,6,0,NA,NA,NA,NA,NA,20094428.25,"SELL","2025-08-29",1,0.273,0.3,0.4992,0.59936,-0.07488,6,-0.124633821571238
1194,"HATHWAY","HATHWAY CABLE & DATACOM","MICRO_CAP",14.61,-0.88,-0.95,-2.66,27.3,42.8,"BULLISH",1.7,1,8,0,NA,NA,NA,NA,NA,15933131.95,"SELL","2025-08-29",1,0.273,0.5,0.5592,0.64736,-0.08388,7,-0.155103550295858
1249,"INDOAMIN","INDO AMINES LIMITED","MICRO_CAP",144.96,-2.15,-7.31,-2.65,27.3,42.1,"BULLISH",1.57,1,8,0,NA,NA,NA,NA,NA,13246668.74,"SELL","2025-08-29",1,0.273,0.5,0.5592,0.64736,-0.08388,7,-0.155103550295858
1432,"EXCELINDUS","EXCEL INDUSTRIES LTD","MICRO_CAP",1232.3,0.68,-5.35,-11.47,27.3,44.5,"BEARISH",2.25,1,8,0,NA,NA,NA,NA,NA,6384108.8,"SELL","2025-08-29",1,0.273,0.5,0.5592,0.64736,-0.08388,7,-0.155103550295858
1511,"5PAISA","5PAISA CAPITAL LIMITED","MICRO_CAP",355.95,-0.06,-3.54,-8.53,27.3,32.1,"BEARISH",-6.88,0,8,15,56.18,54.13,61,53.64,57,4421865.2,"SELL","2025-08-29",0.7,0.273,0.3,0.4092,0.52736,-0.06138,5,-0.0888535031847134
1573,"COASTCORP","COASTAL CORPORATION LTD","MICRO_CAP",31.52,-1.07,-5.57,-14.23,27.3,32.1,"STRONG_BEARISH",-16.78,3,6,15,57.3,53.7,69,58.18,46.25,3270801.76,"SELL","2025-08-29",0.7,0.273,0.3,0.4092,0.52736,-0.06138,5,-0.0888535031847134
1595,"AONETOTAL","AONEAMC - AONETOTAL","MICRO_CAP",11.39,-0.35,-1.98,-2.4,27.3,36.9,"BULLISH",1.77,1,6,0,10,10,10,10,10,2941612.27,"SELL","2025-08-29",0.7,0.273,0.5,0.4692,0.57536,-0.07038,6,-0.111572606214331
1733,"SHAHALLOYS","SHAH ALLOYS LIMITED","MICRO_CAP",56.11,1.96,0.12,-6.33,27.3,44.3,"BEARISH",-1.86,1,13,0,NA,NA,NA,NA,NA,1458165.82,"SELL","2025-08-29",1,0.273,0.3,0.4992,0.59936,-0.07488,6,-0.124633821571238
1792,"BASML","BANNARI AM SPIN MILL LTD.","MICRO_CAP",29.05,0.83,-2.39,-4.94,27.3,41,"BEARISH",-9.55,0,8,20,66.53,72.61,76,57.73,46.25,1077398.53,"SELL","2025-08-29",1,0.273,0.3,0.4992,0.59936,-0.07488,6,-0.124633821571238
1802,"SAMPANN","SAMPANN UTPADAN INDIA LTD","MICRO_CAP",28.9,-1.53,-9.35,-6.02,27.3,38,"STRONG_BULLISH",4.1,1,6,0,NA,NA,NA,NA,NA,1049614.03,"SELL","2025-08-29",0.7,0.273,0.5,0.4692,0.57536,-0.07038,6,-0.111572606214331
1813,"HDFCPSUBK","HDFCAMC HDFCPSUBK","MICRO_CAP",68.04,-0.61,-3.8,-2.55,27.3,33,"BULLISH",1.54,1,6,0,NA,NA,NA,NA,NA,980597.9,"SELL","2025-08-29",0.7,0.273,0.5,0.4692,0.57536,-0.07038,6,-0.111572606214331
1853,"AXISNIFTY","AXISAMC - AXISNIFTY","MICRO_CAP",268.23,-0.33,-1.47,-1.57,27.3,40.2,"BULLISH",2.54,1,8,0,10,10,10,10,10,746816.77,"SELL","2025-08-29",1,0.273,0.5,0.5592,0.64736,-0.08388,7,-0.155103550295858
1954,"NIFTYBETF","BFAM - NIFTYBETF","MICRO_CAP",249.46,-0.3,-1.73,-1.33,27.3,40,"BULLISH",2.7,1,8,0,NA,NA,NA,NA,NA,326971.61,"SELL","2025-08-29",1,0.273,0.5,0.5592,0.64736,-0.08388,7,-0.155103550295858
2056,"BANG","BANG OVERSEAS LTD.","MICRO_CAP",49.54,-0.22,-1.61,-6.51,27.3,34.8,"BEARISH",-6.59,0,8,20,61.37,63.04,64,60.45,53.75,44034.48,"SELL","2025-08-29",0.7,0.273,0.3,0.4092,0.52736,-0.06138,5,-0.0888535031847134
131,"OBEROIRLTY","OBEROI REALTY LIMITED","MID_CAP",1610.8,-0.49,-2.81,-2.26,26.7,37.5,"BULLISH",-11.47,3,8,0,NA,NA,NA,NA,NA,1084005261.6,"SELL","2025-08-29",0.7,0.267,0.3,0.4068,0.52544,-0.06102,5,-0.0880265435660704
155,"PAGEIND","PAGE INDUSTRIES LTD","SMALL_CAP",44335,0.42,-2.89,-8.24,26.7,42.3,"BEARISH",1.7,1,10,0,NA,NA,NA,NA,NA,936065885,"SELL","2025-08-29",1,0.267,0.5,0.5568,0.64544,-0.08352,7,-0.153755522827688
160,"AUROPHARMA","AUROBINDO PHARMA LTD","SMALL_CAP",1027.9,0.16,-2.14,-11.23,26.7,36.1,"STRONG_BEARISH",-3.42,0,8,20,67.41,70.43,70,59.18,66,909318754.4,"SELL","2025-08-29",0.7,0.267,0.3,0.4068,0.52544,-0.06102,5,-0.0880265435660704
197,"ASTRAL","ASTRAL LIMITED","SMALL_CAP",1359.8,-0.15,-4.58,-4.96,26.7,43.1,"BEARISH",-9.91,0,6,20,62.97,68.04,60,59.41,59.17,703487183.8,"SELL","2025-08-29",1,0.267,0.3,0.4968,0.59744,-0.07452,6,-0.123541114058355
260,"HOMEFIRST","HOME FIRST FIN CO IND LTD","SMALL_CAP",1218.6,-1.97,-6.79,-3.75,26.7,41.6,"BULLISH",-1.45,0,6,0,NA,NA,NA,NA,NA,488523259.4,"SELL","2025-08-29",1,0.267,0.3,0.4968,0.59744,-0.07452,6,-0.123541114058355
366,"BAJAJHFL","BAJAJ HOUSING FINANCE LTD","MICRO_CAP",111.24,-0.47,-1.5,-3.27,26.7,38,"BEARISH",-4.04,0,10,15,51.36,53.1,47,56.84,46.67,313223007.18,"SELL","2025-08-29",0.7,0.267,0.3,0.4068,0.52544,-0.06102,5,-0.0880265435660704
369,"PEL","PIRAMAL ENTERPRISES LTD","MICRO_CAP",1120.2,-0.21,-4.07,-13,26.7,38.7,"BEARISH",2.9,1,8,0,NA,NA,NA,NA,NA,310958905.4,"SELL","2025-08-29",0.7,0.267,0.5,0.4668,0.57344,-0.07002,6,-0.110581174984207
479,"RATNAMANI","RATNAMANI MET & TUB LTD.","MICRO_CAP",2392.1,0.56,-1.16,-11,26.7,37.6,"STRONG_BEARISH",-12.47,5,13,0,NA,NA,NA,NA,NA,191282399.5,"SELL","2025-08-29",0.7,0.267,0.3,0.4068,0.52544,-0.06102,5,-0.0880265435660704
511,"POLYMED","POLY MEDICURE LIMITED","MICRO_CAP",2085.4,-0.74,0.71,4.38,26.7,56.4,"BEARISH",1.23,2,4,0,NA,NA,NA,NA,NA,173767957.8,"SELL","2025-08-29",1,0.267,0.5,0.5568,0.64544,-0.08352,7,-0.153755522827688
611,"PTC","PTC INDIA LIMITED","MICRO_CAP",175.11,-1.15,-6.74,-9.18,26.7,39.4,"BULLISH",4.22,1,8,0,NA,NA,NA,NA,NA,121916906.84,"SELL","2025-08-29",0.7,0.267,0.5,0.4668,0.57344,-0.07002,6,-0.110581174984207
755,"VENTIVE","VENTIVE HOSPITALITY LTD","MICRO_CAP",708.65,-1.13,-5.51,-9.27,26.7,40.1,"BEARISH",4.58,1,8,0,NA,NA,NA,NA,NA,75832684.3,"SELL","2025-08-29",1,0.267,0.5,0.5568,0.64544,-0.08352,7,-0.153755522827688
785,"LIQUID","MIRAEAMC - LIQUID","MICRO_CAP",999.99,0,0,0,26.7,48.1,"BEARISH",3.58,1,6,0,NA,NA,NA,NA,NA,66590731.17,"SELL","2025-08-29",1,0.267,0.5,0.5568,0.64544,-0.08352,7,-0.153755522827688
891,"NIITMTS","NIIT LEARNING SYSTEMS LTD","MICRO_CAP",328.35,-0.36,-0.92,3.3,26.7,48.3,"BEARISH",-2.71,1,12,0,NA,NA,NA,NA,NA,44902172.5,"SELL","2025-08-29",1,0.267,0.3,0.4968,0.59744,-0.07452,6,-0.123541114058355
937,"VADILALIND","VADILAL INDUSTRIES LTD","MICRO_CAP",5084,-0.31,2.89,-4.01,26.7,49.1,"STRONG_BEARISH",-2.21,0,10,0,NA,NA,NA,NA,NA,38658975.5,"SELL","2025-08-29",1,0.267,0.3,0.4968,0.59744,-0.07452,6,-0.123541114058355
1055,"VASCONEQ","VASCON ENGINEERS LTD","MICRO_CAP",48.97,-2.16,-5.99,-10.7,26.7,41,"BEARISH",3.19,1,8,0,NA,NA,NA,NA,NA,25447313.09,"SELL","2025-08-29",1,0.267,0.5,0.5568,0.64544,-0.08352,7,-0.153755522827688
1155,"SILVERTUC","SILVER TOUCH TECHNO LTD","MICRO_CAP",695.9,0.4,-3.97,-9.41,26.7,37,"STRONG_BEARISH",-6.27,3,13,0,NA,NA,NA,NA,NA,18411570.6,"SELL","2025-08-29",0.7,0.267,0.3,0.4068,0.52544,-0.06102,5,-0.0880265435660704
1163,"SHREEPUSHK","SHRE PUSH CHEM & FERT LTD","MICRO_CAP",313.8,-2.11,-6.08,-21.05,26.7,37,"BULLISH",3.37,1,8,0,NA,NA,NA,NA,NA,17936939.1,"SELL","2025-08-29",0.7,0.267,0.5,0.4668,0.57344,-0.07002,6,-0.110581174984207
1328,"ASHIANA","ASHIANA HOUSING LTD","MICRO_CAP",310.95,-1.5,-0.69,-2.84,26.7,45.6,"BEARISH",-7.68,0,8,15,52.96,51.96,47,57.14,60,10100522.9,"SELL","2025-08-29",1,0.267,0.3,0.4968,0.59744,-0.07452,6,-0.123541114058355
1653,"DPSCLTD","DPSC LIMITED","MICRO_CAP",12.01,-0.83,-2.67,-5.36,26.7,36.1,"BEARISH",-6.39,3,10,0,NA,NA,NA,NA,NA,2255700.22,"SELL","2025-08-29",0.7,0.267,0.3,0.4068,0.52544,-0.06102,5,-0.0880265435660704
1746,"GOLDTECH","AION-TECH SOLUTIONS LTD","MICRO_CAP",66.4,-0.58,-4.78,-4.21,26.7,38.1,"BULLISH",3.56,1,8,0,NA,NA,NA,NA,NA,1385233.72,"SELL","2025-08-29",0.7,0.267,0.5,0.4668,0.57344,-0.07002,6,-0.110581174984207
1795,"ATLANTAA","ATLANTAA LIMITED","MICRO_CAP",29.91,-3.42,-8.11,-13.28,26.7,37.5,"BEARISH",-13.89,0,8,20,61.44,58.48,77,58,48,1064799.1,"SELL","2025-08-29",0.7,0.267,0.3,0.4068,0.52544,-0.06102,5,-0.0880265435660704
1896,"BEDMUTHA","BEDMUTHA INDUST LTD","MICRO_CAP",136.14,0.35,-2.42,-4.29,26.7,35.8,"STRONG_BEARISH",-6.84,0,11,20,63.93,70,64,59.32,53.75,564154.35,"SELL","2025-08-29",0.7,0.267,0.3,0.4068,0.52544,-0.06102,5,-0.0880265435660704
2005,"GANGESSECU","GANGES SECURITIES LIMITED","MICRO_CAP",159.74,-0.62,-5.19,1.95,26.7,45.1,"BULLISH",-2.41,1,12,0,NA,NA,NA,NA,NA,154861.33,"SELL","2025-08-29",1,0.267,0.3,0.4968,0.59744,-0.07452,6,-0.123541114058355
14,"MCX","MULTI COMMODITY EXCHANGE","LARGE_CAP",7390,-0.16,-7.16,-5.1,26,35.8,"BULLISH",-3.31,1,6,0,NA,NA,NA,NA,NA,4760282668.5,"SELL","2025-08-29",0.7,0.26,0.3,0.404,0.5232,-0.0606,5,-0.0870689655172414
55,"UNITDSPR","UNITED SPIRITS LIMITED","MID_CAP",1311,2.3,-1.42,-0.36,26,45.3,"BEARISH",-6.74,1,13,0,NA,NA,NA,NA,NA,2201254902.7,"SELL","2025-08-29",1,0.26,0.3,0.494,0.5952,-0.0741,6,-0.122277227722772
86,"SRF","SRF LTD","MID_CAP",2836.4,-0.51,-2.78,-8.1,26,34,"BEARISH",-4.16,1,12,0,NA,NA,NA,NA,NA,1530429609.2,"SELL","2025-08-29",0.7,0.26,0.3,0.404,0.5232,-0.0606,5,-0.0870689655172414
87,"GAIL","GAIL (INDIA) LTD","MID_CAP",173.07,1.08,-2.12,-4.15,26,41.7,"BEARISH",-3.23,0,11,0,NA,NA,NA,NA,NA,1522155346.64,"SELL","2025-08-29",1,0.26,0.3,0.494,0.5952,-0.0741,6,-0.122277227722772
104,"PRESTIGE","PRESTIGE ESTATE LTD","MID_CAP",1561.8,-1.15,-4.51,-3.88,26,37.8,"BEARISH",-4.14,1,4,0,NA,NA,NA,NA,NA,1357273081.5,"SELL","2025-08-29",0.7,0.26,0.3,0.404,0.5232,-0.0606,5,-0.0870689655172414
306,"WABAG","VA TECH WABAG LTD","MICRO_CAP",1457.8,-1.2,-8.41,-9.83,26,36.3,"STRONG_BULLISH",-0.73,1,6,0,NA,NA,NA,NA,NA,406464877.3,"SELL","2025-08-29",0.7,0.26,0.3,0.404,0.5232,-0.0606,5,-0.0870689655172414
615,"NLCINDIA","NLC INDIA LIMITED","MICRO_CAP",225.15,-1.12,-4.07,-7.66,26,39,"BEARISH",2.82,1,8,0,NA,NA,NA,NA,NA,121274349.3,"SELL","2025-08-29",0.7,0.26,0.5,0.464,0.5712,-0.0696,6,-0.109433962264151
873,"COSMOFIRST","COSMO FIRST LIMITED","MICRO_CAP",989,-0.26,-3.07,-3.94,26,38.5,"BEARISH",-15.26,0,10,15,57.41,59.7,60.6,55.91,48,47571676,"SELL","2025-08-29",0.7,0.26,0.3,0.404,0.5232,-0.0606,5,-0.0870689655172414
1014,"HEMIPROP","HEMISPHERE PROP IND LTD","MICRO_CAP",132.63,-0.88,-2.91,2.98,26,45.2,"BEARISH",0.57,2,12,0,NA,NA,NA,NA,NA,28380462.64,"SELL","2025-08-29",1,0.26,0.5,0.554,0.6432,-0.0831,7,-0.152197802197802
